Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
109.392;estagiariomt;09_PEDIDO_FOR;651140314;SENSOR INDUTIVO IME12-04BPSZC0K 46MM;irineu;04/04/2025;09/04/2025;24/04/2025;2;150;300;0;2;82.758;14/04/2025;194.972;5417;DIMEN SC;163,06;326,12;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.392;estagiariomt;12_ELIMINADA;651030266;WD-40;irineu;04/04/2025;09/04/2025;10/04/2025;15;25;375;0;15;82.736;10/04/2025;194.973;3775;FORTFLEX;44,65;669,75;;Aprovada;Eliminada;;2475_luciano
109.392;estagiariomt;10_RECEBIDA;651044501;SILICONE POLIURETANO PU40 BRANCO;irineu;04/04/2025;09/04/2025;22/04/2025;10;15;150;10;0;82.734;10/04/2025;194.974;2449;TINTAS VIRG.;28,4;284;17/04/2025;Aprovada;Recebida;;2475_luciano
109.392;estagiariomt;10_RECEBIDA;651040804;SILICONE POLIURETANO PU40 CINZA;irineu;04/04/2025;09/04/2025;22/04/2025;6;15;90;6;0;82.734;10/04/2025;194.975;2449;TINTAS VIRG.;28,4;170,4;17/04/2025;Aprovada;Recebida;;2475_luciano
109.392;estagiariomt;10_RECEBIDA;651180036;ABRAÇADEIRA NYLON T-30R;irineu;04/04/2025;09/04/2025;16/04/2025;400;0,0401;16,04;400;0;82.735;10/04/2025;194.976;3775;FORTFLEX;0,0497;19,88;10/04/2025;Aprovada;Recebida;;2475_luciano
109.392;estagiariomt;09_PEDIDO_FOR;651030063;CILINDRO PNEUMATICO PARKER P1A-S025DS-0125;irineu;04/04/2025;09/04/2025;22/04/2025;2;669;1.338,00;0;2;82.738;10/04/2025;194.977;1276;FLUID CENTER;669;1.338,00;10/04/2025;Aprovada;Confirmada;;2475_luciano
109.397;2372_mauro;10_RECEBIDA;641050925;OLEO DE PEROBA 200ML;Miriam;04/04/2025;08/04/2025;11/04/2025;1;15,9;15,9;1;0;81.221;14/10/2024;194.938;6172;VS PRODUTOS;15,9;15,9;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641040003;ALCOOL LIQUIDO 70% 1L ARAUCARIA;Miriam;04/04/2025;08/04/2025;11/04/2025;5;7,98;39,9;5;0;81.221;14/10/2024;194.939;6172;VS PRODUTOS;7,98;39,9;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641050908;ALCOOL 92,8 INPM 1 LT;Miriam;04/04/2025;08/04/2025;11/04/2025;5;10,4;52;5;0;81.221;14/10/2024;194.940;6172;VS PRODUTOS;10,4;52;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641040006;ESPONJA M USO 75 X 110CM;Miriam;04/04/2025;08/04/2025;11/04/2025;20;1,45;29;20;0;81.221;14/10/2024;194.941;6172;VS PRODUTOS;1,45;29;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641050075;BALDE PLASTICO PLASVALE 16LT 2 BICOS;Miriam;04/04/2025;08/04/2025;11/04/2025;6;32,9;197,4;6;0;81.221;14/10/2024;194.942;6172;VS PRODUTOS;32,9;197,4;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641050084;BALDE PLASTICO 12L;Miriam;04/04/2025;08/04/2025;25/04/2025;7;10,9;76,3;7;0;81.221;14/10/2024;194.943;6172;VS PRODUTOS;10,9;32,7;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641050002;SACO ALGODAO 40 X 70CM - 65G (PANO DE CHAO);Miriam;04/04/2025;08/04/2025;14/04/2025;10;3,98;39,8;10;0;81.221;14/10/2024;194.944;6172;VS PRODUTOS;3,98;39,8;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;641050904;SACO ALVEJADO XADREZ 43X63 - 90GR;Miriam;04/04/2025;08/04/2025;14/04/2025;20;4,2;84;20;0;81.221;14/10/2024;194.945;6172;VS PRODUTOS;4,2;84;;Aprovada;Recebida;;clayton
109.397;2372_mauro;10_RECEBIDA;651300487;PA QUADRADA NR5 310X340MM C/CABO Y VD200;miriam;04/04/2025;08/04/2025;22/04/2025;5;48;240;5;0;82.753;14/04/2025;194.946;1218;FERR GERAIS;106,21;531,05;17/04/2025;Aprovada;Recebida;;clayton
109.402;2511_matheus;09_PEDIDO_FOR;371010006;"AÇO H13 REDONDO Ø1""x1000mm - 46-50HRC";irineu;04/04/2025;08/04/2025;24/04/2025;1;230,16;230,16;0;1;82.764;14/04/2025;194.947;4771;VILLARES MET;230,1649;230,1649;17/04/2025;Aprovada;Confirmada;;clayton
109.402;2511_matheus;09_PEDIDO_FOR;371010006;"AÇO H13 REDONDO Ø1""x1000mm - 46-50HRC";irineu;04/04/2025;08/04/2025;01/05/2025;1;230,16;230,16;0;1;82.764;14/04/2025;194.948;4771;VILLARES MET;230,1649;230,1649;17/04/2025;Aprovada;Confirmada;;clayton
109.411;2372_mauro;09_PDACEITO_FOR;641011144;OLEO AZOLLA ZS 10;MIRIAM;05/04/2025;09/04/2025;25/04/2025;60;27;1.620,00;0;60;82.273;25/02/2025;194.978;6331;TOTAL ENERGI;27;1.620,00;;Aprovada;Confirmada;;2475_luciano
109.417;2445_marco;09_PEDIDO_FOR;991210000;BENS DE VALOR REDUZIDO;miriam;07/04/2025;07/04/2025;30/04/2025;2;901;1.802,00;0;2;82.749;11/04/2025;194.922;4439;MERCADO PAGO;901,55;1.803,10;17/04/2025;Aprovada;Confirmada;;vinicius
109.418;2511_matheus;00_RejCompras;701930001po;Polimento - Matriz inf swash plate;Irineu;07/04/2025;08/04/2025;11/04/2025;1;70;70;0;0;0;;0;0;;70;0;;Não Aprovada;;;clayton
109.418;2511_matheus;00_RejCompras;701930001PO;Polimento - Matriz inf swash plate;Irineu;07/04/2025;08/04/2025;11/04/2025;1;300;300;0;0;0;;0;0;;300;0;;Não Aprovada;;;clayton
109.419;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/04/2025;07/04/2025;11/04/2025;2;6.500,00;13.000,00;2;0;82.689;07/04/2025;194.917;4000;AP USINAGEM;6.500,00;13.000,00;09/04/2025;Aprovada;Recebida;;2475_luciano
109.427;massao;10_RECEBIDA;801110109;TABLET;miriam;07/04/2025;09/04/2025;22/04/2025;6;1.359,00;8.154,00;6;0;82.746;10/04/2025;194.994;6333;GA INFORMATI;1.310,00;7.860,00;10/04/2025;Aprovada;Recebida;;alexandreo
109.429;massao;10_RECEBIDA;801110112;PONTO DE ACESSO UBIQUITI UNIFI AP-AC-LR LONGO;miriam;07/04/2025;09/04/2025;22/04/2025;2;1.400,00;2.800,00;2;0;82.746;10/04/2025;194.995;6333;GA INFORMATI;1.400,00;2.800,00;10/04/2025;Aprovada;Recebida;;alexandreo
109.429;massao;10_RECEBIDA;801110117;FONTE BIVOLT P/ MONITOR SAMSUNG 12V MODELO AD3612S;miriam;07/04/2025;09/04/2025;22/04/2025;4;60;240;4;0;82.746;10/04/2025;194.996;6333;GA INFORMATI;60;240;10/04/2025;Aprovada;Recebida;;alexandreo
109.432;massao;09_PDACEITO_FOR;801110084;DESKTOP;miriam;07/04/2025;09/04/2025;30/04/2025;3;16.339,55;49.018,65;0;3;82.727;10/04/2025;194.997;4900;INGRAM ES;15.782,52;47.347,56;10/04/2025;Aprovada;Confirmada;;alexandreo
109.432;massao;09_PDACEITO_FOR;801110052;KIT TECLADO E MOUSE MICTROSOFT DESKTOP 600 USB;miriam;07/04/2025;09/04/2025;30/04/2025;3;59,22;177,66;0;3;82.727;10/04/2025;194.998;4900;INGRAM ES;54;162;10/04/2025;Aprovada;Confirmada;;alexandreo
109.432;massao;09_PDACEITO_FOR;801110045;MOUSE ÓTICO USB MICROSOFT;miriam;07/04/2025;09/04/2025;30/04/2025;3;46,47;139,41;0;3;82.727;10/04/2025;194.999;4900;INGRAM ES;41;123;10/04/2025;Aprovada;Confirmada;;alexandreo
109.432;massao;09_PDACEITO_FOR;801090314;SUPORTE PARA NOTEBOOK COOLER TABLE VERTICAL REF AC166;miriam;07/04/2025;09/04/2025;30/04/2025;3;574,15;1.722,45;0;3;82.727;10/04/2025;195.001;4900;INGRAM ES;550;1.650,00;10/04/2025;Aprovada;Confirmada;;alexandreo
109.433;andres;10_RECEBIDA;991090020;PS SERVICO TREINAMENTO;miriam;07/04/2025;07/04/2025;15/04/2025;4;3.500,00;14.000,00;4;0;82.768;15/04/2025;194.923;6378;A3 SOLUTIONS;3.500,00;14.000,00;15/04/2025;Aprovada;Recebida;;rafaelb
109.436;2303_roberto;09_PEDIDO_FOR;701260004s;PS FRESA TOPO PCD 3C RET SRI Ø18 X 37 24592/083;irineu;07/04/2025;08/04/2025;26/05/2025;1;1.060,40;1.060,40;0;1;82.705;08/04/2025;194.951;1531;TECNO TOOLS;1.060,40;1.060,40;10/04/2025;Aprovada;Confirmada;;clayton
109.437;2303_roberto;09_PEDIDO_FOR;701080006;BROCA PCD 2C RET SRI Ø4 X 100;miriam;07/04/2025;08/04/2025;16/06/2025;1;1.917,80;1.917,80;0;1;82.705;08/04/2025;194.952;1531;TECNO TOOLS;1.917,80;1.917,80;10/04/2025;Aprovada;Confirmada;;clayton
109.441;jakeline;10_RECEBIDA;991120022;PS SERVIÇOS DE TERCEIROS;miriam;08/04/2025;08/04/2025;25/04/2025;1;4.120,00;4.120,00;1;0;82.704;08/04/2025;194.927;4523;METROPAR;4.120,00;4.120,00;09/04/2025;Aprovada;Recebida;;fabioa
109.442;jakeline;09_PDACEITO_FOR;818510216;TAMPÃO LISO;miriam;08/04/2025;08/04/2025;23/05/2025;2;438;876;0;2;82.719;09/04/2025;194.928;5359;NANO FERRAME;380;760;10/04/2025;Aprovada;Confirmada;;fabioa
109.442;jakeline;09_PDACEITO_FOR;818510216;TAMPÃO LISO;miriam;08/04/2025;08/04/2025;23/05/2025;2;438;876;0;2;82.719;09/04/2025;194.929;5359;NANO FERRAME;438;876;10/04/2025;Aprovada;Confirmada;;fabioa
109.446;2372_mauro;10_RECEBIDA;641050003;COPO DESCARTAVEL 180ML ECOCOPPO CX 2500;Miriam;08/04/2025;09/04/2025;14/04/2025;2;153,26;306,52;2;0;81.221;14/10/2024;194.979;6172;VS PRODUTOS;153,26;306,52;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050014;PAPEL HIGIENICO ROLAO 8 X 300MT 9CM CELULOSE FLAMINGO;Miriam;08/04/2025;09/04/2025;14/04/2025;6;74,9;449,4;6;0;81.221;14/10/2024;194.980;6172;VS PRODUTOS;74,9;449,4;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050103;DESODORIZADOR 400ML PURO AR ACQUA;Miriam;08/04/2025;09/04/2025;14/04/2025;6;9,98;59,88;6;0;81.221;14/10/2024;194.981;6172;VS PRODUTOS;9,98;59,88;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050015;PAPEL TOALHA 22.5 X 20,5CM C/ 5000 FOLHAS - INDAIAL SOFT;Miriam;08/04/2025;09/04/2025;14/04/2025;9;169,8;1.528,20;9;0;81.221;14/10/2024;194.982;6172;VS PRODUTOS;169,8;1.528,20;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050012;SACO LIXO 100LT 75 X 80 X 4CM  AZUL;Miriam;08/04/2025;09/04/2025;14/04/2025;2;27,5;55;2;0;81.221;14/10/2024;194.983;6172;VS PRODUTOS;27,5;55;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050011;SACO LIXO 100LT 75 X 80 X 4CM PRETO;Miriam;08/04/2025;09/04/2025;14/04/2025;2;27,5;55;2;0;81.221;14/10/2024;194.984;6172;VS PRODUTOS;27,5;55;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050013;SACO LIXO 100LT 75 X 80 X 4CM VERMELHO;Miriam;08/04/2025;09/04/2025;14/04/2025;3;29,5;88,5;3;0;81.221;14/10/2024;194.985;6172;VS PRODUTOS;29,5;88,5;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641050008;SACO LIXO 40LT 50 X 60 X 4CM PRETO;Miriam;08/04/2025;09/04/2025;14/04/2025;1;11,9;11,9;1;0;81.221;14/10/2024;194.986;6172;VS PRODUTOS;11,9;11,9;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641040102;DEGERBAC f;miriam;08/04/2025;09/04/2025;11/04/2025;60;1,8675;112,05;60;0;38.484;17/06/2014;194.987;3983;BAND QUIMICA;2,25;135;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641040100;DALKLEAR FLUX 8;miriam;08/04/2025;09/04/2025;11/04/2025;120;5,3;636;120;0;38.484;17/06/2014;194.988;3983;BAND QUIMICA;5,3;636;;Aprovada;Recebida;;2475_luciano
109.446;2372_mauro;10_RECEBIDA;641040101;DALISA PLUS;miriam;08/04/2025;09/04/2025;11/04/2025;15;4,92;73,8;15;0;38.484;17/06/2014;194.989;3983;BAND QUIMICA;4,92;73,8;;Aprovada;Recebida;;2475_luciano
109.448;massao;10_RECEBIDA;801110069;NOBREAK;miriam;08/04/2025;09/04/2025;15/04/2025;1;530;530;1;0;82.725;10/04/2025;195.002;1144;CONTABILISTA;489;489;10/04/2025;Aprovada;Recebida;;alexandreo
109.448;massao;10_RECEBIDA;801110069;NOBREAK;miriam;08/04/2025;09/04/2025;15/04/2025;1;530;530;1;0;82.725;10/04/2025;195.003;1144;CONTABILISTA;489;489;10/04/2025;Aprovada;Recebida;;alexandreo
109.448;massao;10_RECEBIDA;801110069;NOBREAK;miriam;08/04/2025;09/04/2025;15/04/2025;1;530;530;1;0;82.725;10/04/2025;195.004;1144;CONTABILISTA;489;489;10/04/2025;Aprovada;Recebida;;alexandreo
109.450;2511_matheus;10_RECEBIDA;991120017;PS SERVIÇOS DE TRATAMENTO TERMICO;fernanda;08/04/2025;09/04/2025;11/04/2025;1;150;150;1;0;82.714;09/04/2025;194.960;3057;NORMATIC SJP;150;150;09/04/2025;Aprovada;Recebida;;clayton
109.451;2372_mauro;09_PDACEITO_FOR;641011142;OLEO AZOLLA ZS 68;MIRIAM;08/04/2025;09/04/2025;25/04/2025;800;16,05;12.840,00;0;800;82.273;25/02/2025;194.990;6331;TOTAL ENERGI;16,05;12.840,00;;Aprovada;Confirmada;;2475_luciano
109.451;2372_mauro;09_PDACEITO_FOR;641011142;OLEO AZOLLA ZS 68;MIRIAM;08/04/2025;09/04/2025;24/05/2025;800;16,05;12.840,00;0;800;82.273;25/02/2025;194.991;6331;TOTAL ENERGI;16,05;12.840,00;;Aprovada;Confirmada;;2475_luciano
109.452;massao;10_RECEBIDA;801110071;FONTE ATX;miriam;08/04/2025;09/04/2025;22/04/2025;3;235;705;3;0;82.746;10/04/2025;195.005;6333;GA INFORMATI;260;780;10/04/2025;Aprovada;Recebida;;alexandreo
109.458;2372_mauro;11_SAL_FOR;641030111;RODA DE ACABAMENTO COMPACT MH 7506-6 AF PNER-RETRABALHO;miriam;09/04/2025;09/04/2025;30/04/2025;100;48,2811;4.828,11;90;10;82.721;09/04/2025;194.961;5031;ARS SUPRI;49,08;490,8;10/04/2025;Aprovada;Confirmada;;2475_luciano
109.459;estagiariomt;10_RECEBIDA;801090108;PAPEL REPORT 210 X 297MM 75G BR A4 PT C/500 FLS;Miriam;09/04/2025;09/04/2025;17/04/2025;4;23;92;4;0;59.913;20/04/2017;194.992;2863;FABESUL;26,23;104,92;;Aprovada;Recebida;;2475_luciano
109.461;2551_adilson;10_RECEBIDA;651070946;PARAFUSO;irineu;09/04/2025;09/04/2025;09/04/2025;10;1,7;17;10;0;82.722;09/04/2025;194.962;1468;PIONEIRA;0,63;6,3;10/04/2025;Aprovada;Recebida;;2475_luciano
109.461;2551_adilson;10_RECEBIDA;651070504;ARRUELA LISA M8;irineu;09/04/2025;09/04/2025;09/04/2025;10;0,89;8,9;10;0;82.722;09/04/2025;194.963;1468;PIONEIRA;0,35;3,5;10/04/2025;Aprovada;Recebida;;2475_luciano
109.461;2551_adilson;10_RECEBIDA;651070911;ARRUELA DE PRESSÃO M8;irineu;09/04/2025;09/04/2025;09/04/2025;10;0,6;6;10;0;82.722;09/04/2025;194.964;1468;PIONEIRA;0,22;2,2;10/04/2025;Aprovada;Recebida;;2475_luciano
109.462;jakeline;10_RECEBIDA;991100007;PS SERVIÇO MO TERCEIRIZADO;miriam;09/04/2025;09/04/2025;30/04/2025;1;32.000,00;32.000,00;1;0;82.728;10/04/2025;194.965;4507;GEMINI CTBA;28.087,72;28.087,72;23/04/2025;Aprovada;Recebida;;clayton
109.468;estagiariomt;10_RECEBIDA;651071076;PARAFUSO CAB CIL ALLEN M18 X 50;irineu;09/04/2025;09/04/2025;09/04/2025;16;12;192;16;0;82.722;09/04/2025;195.006;1468;PIONEIRA;16,81813;269,0901;10/04/2025;Aprovada;Recebida;;2475_luciano
109.474;apr-cq;10_RECEBIDA;801090262;PAPEL REPORT 210X297 75G VERDE PT C/500FLS;Miriam;09/04/2025;09/04/2025;17/04/2025;2;21,75;43,5;2;0;59.913;20/04/2017;195.010;2863;FABESUL;29,03;58,06;;Aprovada;Recebida;;2470_wolker
109.474;apr-cq;10_RECEBIDA;801090286;PINCEL P/QUADRO BRANCO PILOT WBM7 AZUL;Miriam;09/04/2025;09/04/2025;17/04/2025;1;6,65;6,65;1;0;59.913;20/04/2017;195.011;2863;FABESUL;6,65;6,65;;Aprovada;Recebida;;2470_wolker
109.474;apr-cq;10_RECEBIDA;801090285;PINCEL P/QUADRO BRANCO PILOT WBM7 PRETO;Miriam;09/04/2025;09/04/2025;17/04/2025;1;6,65;6,65;1;0;59.913;20/04/2017;195.012;2863;FABESUL;7,44;7,44;;Aprovada;Recebida;;2470_wolker
109.474;apr-cq;10_RECEBIDA;801090231;MARCADOR P/RETROPROJETOR PILOT 1,0MM PRETO;Miriam;09/04/2025;09/04/2025;17/04/2025;2;6,18;12,36;2;0;59.913;20/04/2017;195.013;2863;FABESUL;6,18;12,36;;Aprovada;Recebida;;2470_wolker
109.475;apr-cq;10_RECEBIDA;801090209;TESOURA 21 CM CABO ANATOMICO INOX REF 91014 P/CORTAR PAPEL;Miriam;09/04/2025;09/04/2025;17/04/2025;1;11,11;11,11;1;0;59.913;20/04/2017;195.014;2863;FABESUL;11,11;11,11;;Aprovada;Recebida;;2470_wolker
109.481;2372_mauro;10_RECEBIDA;212990279;TUBO AÇO K99 HONDA - PROTÓTIPO TESTE;miriam;10/04/2025;10/04/2025;17/04/2025;10;1.343,88;13.438,80;10;0;82.802;17/04/2025;195.018;6382;HONDA T SUMA;1.464,83;14.648,29;17/04/2025;Aprovada;Recebida;;vinicius
109.482;2551_adilson;10_RECEBIDA;651210030;MANGUEIRA MONTADA C/ ACESSORIOS;irineu;10/04/2025;10/04/2025;10/04/2025;2;471,33;942,66;2;0;82.737;10/04/2025;195.020;3775;FORTFLEX;471,33;942,66;10/04/2025;Aprovada;Recebida;;2475_luciano
109.485;estagiariomt;10_RECEBIDA;651071058;COLA LOCTITE TRAVA-ROSCA;irineu;10/04/2025;10/04/2025;22/04/2025;2;299;598;2;0;82.803;17/04/2025;195.021;6383;RED GROUP;139,66;279,32;17/04/2025;Aprovada;Recebida;;2475_luciano
109.490;jonas;10_RECEBIDA;212990280;CORPO DE PROVA HONDA - USINAGEM;FernandoV;10/04/2025;10/04/2025;11/04/2025;33;116,75;3.852,75;33;0;82.744;10/04/2025;195.026;1562;W TECH;116,75;3.852,75;10/04/2025;Aprovada;Recebida;;fabioa
109.491;estagiariomt;08_IMPRIMIR;651070452;"PORCA 3/8""";irineu;10/04/2025;15/04/2025;24/04/2025;50;0,2092;10,46;0;50;82.819;22/04/2025;195.071;1468;PIONEIRA;0,28;14;;Nao Aprovada;Confirmada;;2475_luciano
109.491;estagiariomt;08_IMPRIMIR;651070620;ARRUELA LISA 1/4'';irineu;10/04/2025;15/04/2025;24/04/2025;100;0,25;25;0;100;82.819;22/04/2025;195.072;1468;PIONEIRA;0,224;22,4;;Nao Aprovada;Confirmada;;2475_luciano
109.492;2372_mauro;10_RECEBIDA;641040104;DALKLEAR TAMBOREAMENTO;miriam;10/04/2025;15/04/2025;22/04/2025;400;3,99;1.596,00;400;0;38.484;17/06/2014;195.073;3983;BAND QUIMICA;6,65;2.660,00;;Aprovada;Recebida;;2475_luciano
109.492;2372_mauro;10_RECEBIDA;641050915;DALKLEAR 300 PLUS;miriam;10/04/2025;15/04/2025;22/04/2025;100;3,9;390;100;0;38.484;17/06/2014;195.074;3983;BAND QUIMICA;8,75;875;;Aprovada;Recebida;;2475_luciano
109.494;2303_roberto;09_PEDIDO_FOR;701800642;ESFERA DE AÇO CROMO Ø7,02;irineu;10/04/2025;14/04/2025;29/04/2025;40;7,2;288;0;40;82.824;23/04/2025;195.046;3235;RADIAL FILIA;1,078;43,12;24/04/2025;Aprovada;Confirmada;;clayton
109.494;2303_roberto;09_PEDIDO_FOR;701800643;ESFERA DE AÇO CROMO Ø7,04;irineu;10/04/2025;14/04/2025;29/04/2025;40;7,2;288;0;40;82.824;23/04/2025;195.047;3235;RADIAL FILIA;9,8098;392,392;24/04/2025;Aprovada;Confirmada;;clayton
109.507;2372_mauro;02_COTAR;411310021;PALLET MADEIRA USO INTERNO SCHWARZ 1000 X 1200 X 130MM;miriam;11/04/2025;15/04/2025;22/04/2025;20;21,5;430;0;20;0;;195.075;0;;0;0;;Aprovada;Não Confirmada;;2475_luciano
109.509;estagiariorh;08_IMPRIMIR;991090023;SERVIÇO CONSULTORIA RH ( RECRUTAMENTO E SELEÇÃO E OUTROS RH);miriam;11/04/2025;14/04/2025;22/04/2025;3;250;750;0;3;82.767;15/04/2025;195.064;5109;CRISTINA H;250;750;;Nao Aprovada;Confirmada;;luciana
109.512;estagiariorh;08_IMPRIMIR;991020003;PS SERVIÇOS DE ASSESSORIA RH-  SELEÇÃO E CONTRATAÇÃO;miriam;11/04/2025;14/04/2025;25/04/2025;1;4.760,71;4.760,71;0;1;82.792;16/04/2025;195.065;6377;AGIL;4.760,71;4.760,71;;Nao Aprovada;Confirmada;;luciana
109.512;estagiariorh;08_IMPRIMIR;991020003;PS SERVIÇOS DE ASSESSORIA RH-  SELEÇÃO E CONTRATAÇÃO;miriam;11/04/2025;14/04/2025;25/05/2025;1;4.760,71;4.760,71;0;1;82.792;16/04/2025;195.066;6377;AGIL;4.760,71;4.760,71;;Nao Aprovada;Confirmada;;luciana
109.512;estagiariorh;08_IMPRIMIR;991020003;PS SERVIÇOS DE ASSESSORIA RH-  SELEÇÃO E CONTRATAÇÃO;miriam;11/04/2025;14/04/2025;25/05/2025;1;6.347,63;6.347,63;0;1;82.792;16/04/2025;195.067;6377;AGIL;6.347,63;6.347,63;;Nao Aprovada;Confirmada;;luciana
109.513;2467_vedor;01_SEM_OC;991120022;PS SERVIÇOS DE TERCEIROS;darjana;11/04/2025;;11/04/2025;1;880;880;0;1;0;;0;0;;880;0;;Não Aprovada;;;
109.516;2372_mauro;09_PDACEITO_FOR;317500001;"CHAPA ALUMINIO 7075 T6    0.125 ""x 25"" x 25""";miriam;11/04/2025;11/04/2025;30/04/2025;20;1.580,19;31.603,87;0;20;82.748;11/04/2025;195.033;6290;TCI PRECISIO;241,75;4.835,00;15/04/2025;Aprovada;Confirmada;;fabioa
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;6,4;48,66;311,424;7;-0,6;82.751;11/04/2025;195.034;3775;FORTFLEX;48,66;-29,196;11/04/2025;Aprovada;Recebida;;vinicius
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;4;26,47;105,88;4;0;82.751;11/04/2025;195.035;3775;FORTFLEX;26,47;105,88;11/04/2025;Aprovada;Recebida;;vinicius
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;6;21,72;130,32;6;0;82.751;11/04/2025;195.036;3775;FORTFLEX;21,72;130,32;11/04/2025;Aprovada;Recebida;;vinicius
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;2;19,68;39,36;2;0;82.751;11/04/2025;195.037;3775;FORTFLEX;19,68;39,36;11/04/2025;Aprovada;Recebida;;vinicius
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;12;10;120;12;0;82.751;11/04/2025;195.038;3775;FORTFLEX;10;120;11/04/2025;Aprovada;Recebida;;vinicius
109.519;2467_vedor;10_RECEBIDA;991210001;IMOBILIZADO;miriam;11/04/2025;11/04/2025;14/04/2025;2;42,71;85,42;2;0;82.751;11/04/2025;195.039;3775;FORTFLEX;42,71;85,42;11/04/2025;Aprovada;Recebida;;vinicius
109.520;2372_mauro;09_PEDIDO_FOR;643010020;ADENSADOR;miriam;11/04/2025;15/04/2025;28/04/2025;100;1,245;124,5;0;100;82.771;15/04/2025;195.105;5788;PROPEQ;1,5;150;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PEDIDO_FOR;643010019;PROPAC 100/CR;miriam;11/04/2025;15/04/2025;28/04/2025;200;1,9505;390,1;0;200;82.771;15/04/2025;195.106;5788;PROPEQ;2,35;470;17/04/2025;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641011166;DESMOLDANTE GRAFITE CONDAFORGE AL ISO 11;Miriam;11/04/2025;15/04/2025;30/04/2025;400;25;10.000,00;0;400;80.272;05/07/2024;195.107;5996;CONDAT SP;26,625;10.650,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411010014;CINTA MAHLE (1087X1087X940) SA 90;Miriam;11/04/2025;15/04/2025;09/05/2025;50;42,325;2.116,25;0;50;64.484;01/12/2019;195.108;4964;MASTERKRAF 2;41,423;2.071,15;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;411010013;TAMPA/FUNDO MAHLE (1100X1100X100) SA 91;Miriam;11/04/2025;15/04/2025;09/05/2025;100;15,916;1.591,60;0;100;64.484;01/12/2019;195.109;4964;MASTERKRAF 2;19,3775;1.937,75;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;00_RejCompras;621010009;BIG BAG 90X90X140CM;miriam;11/04/2025;15/04/2025;05/05/2025;100;1;100;0;0;0;;0;0;;1;0;;Não Aprovada;;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641240118;CHIP CERAMICO TRIANGULO RETO 25/25MM GV;Miriam;11/04/2025;15/04/2025;19/05/2025;1.000,00;25,2;25.200,00;0;1.000,00;69.462;07/04/2021;195.111;3971;GV ESTEVAO;25,2;25.200,00;;Aprovada;Confirmada;;2475_luciano
109.520;2372_mauro;09_PDACEITO_FOR;641240120;CHIPS ABRASIVO ROC 20K POLIESTER;Miriam;11/04/2025;15/04/2025;12/05/2025;1.000,00;23;23.000,00;0;1.000,00;78.546;04/12/2023;195.112;4710;ROSLER BOITU;25,27;25.270,00;;Aprovada;Confirmada;;2475_luciano
